dataset_date,org,agency,affiliation,talent_id,name,en_name,tag,tag_norm,tag_kind,source_label,source_url,source_type,confidence,notes
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:雨森小夜,雨森小夜,Amemori Sayo,#雨森と美術,雨森と美術,fanart,Fan Art,https://hololist.net/amemori-sayo/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:雪城眞尋,雪城眞尋,Yukishiro Mahiro,#まひろあーと,まひろあーと,fanart,Fan Art,https://hololist.net/yukishiro-mahiro/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:雲母たまこ,雲母たまこ,Kirara Tamako,#たまこのーと,たまこのーと,fanart,Fan Art,https://hololist.net/kirara-tamako/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:静凛,静凛,Shizuka Rin,#凛Art,凛art,fanart,Fan Art,https://hololist.net/shizuka-rin/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:風楽奏斗,風楽奏斗,Fura Kanato,#ふうらーと,ふうらーと,fanart,Fan Art,https://hololist.net/fura-kanato/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:飛鳥ひな,飛鳥ひな,Asuka Hina,#ぴよあーと,ぴよあーと,fanart,Fan Art,https://hololist.net/asuka-hina/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:魁星,魁星,Kaisei,#かいせ絵,かいせ絵,fanart,Fan Art,https://hololist.net/kaisei/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:魔使マオ,魔使マオ,Matsukai Mao,#マオのお絵描き帳,マオのお絵描き帳,fanart,Fan Art,https://hololist.net/matsukai-mao/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:魔界ノりりむ,魔界ノりりむ,Makaino Ririmu,#りりむとおえかき,りりむとおえかき,fanart,Fan Art,https://hololist.net/makaino-ririmu/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:鷹宮リオン,鷹宮リオン,Takamiya Rion,#リオンあーと,リオンあーと,fanart,Fan Art,https://hololist.net/takamiya-rion/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,nijisanji:黒井しば,黒井しば,Kuroi Shiba,#しばのドッグタグ,しばのドッグタグ,fanart,Fan Art,https://hololist.net/kuroi-shiba/,hololist,0.80,NIJISANJI official profile lacks fan-art hashtags; HoloList used as supplemental source
