dataset_date,org,agency,affiliation,generation,talent_id,name,en_name,slug,active_status,profile_url,official_source_url,x_url,youtube_url,source
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:アルス・アルマル,アルス・アルマル,Ars Almal,ars-almal,active_official,https://www.nijisanji.jp/talents/l/ars-almal,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:アンジュ・カトリーナ,アンジュ・カトリーナ,Ange Katrina,ange-katrina,active_official,https://www.nijisanji.jp/talents/l/ange-katrina,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:イ ロハ,イ ロハ,Lee Roha,lee-roha,active_official,https://www.nijisanji.jp/talents/l/lee-roha,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:イブラヒム,イブラヒム,Ibrahim,ibrahim,active_official,https://www.nijisanji.jp/talents/l/ibrahim,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:エクス・アルビオ,エクス・アルビオ,Ex Albio,ex-albio,active_official,https://www.nijisanji.jp/talents/l/ex-albio,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:エトナ クリムソン,エトナ クリムソン,Etna Crimson,etna-crimson,active_official,https://www.nijisanji.jp/talents/l/etna-crimson,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:エリー・コニファー,エリー・コニファー,Eli Conifer,eli-conifer,active_official,https://www.nijisanji.jp/talents/l/eli-conifer,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:オ ジユ,オ ジユ,Oh Jiyu,oh-jiyu,active_official,https://www.nijisanji.jp/talents/l/oh-jiyu,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:オリバー・エバンス,オリバー・エバンス,Oliver Evans,oliver-evans,active_official,https://www.nijisanji.jp/talents/l/oliver-evans,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ガオン,ガオン,Gaon,gaon,active_official,https://www.nijisanji.jp/talents/l/gaon,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ギルザレンIII世,ギルザレンIII世,Gilzaren III,gilzaren-iii,active_official,https://www.nijisanji.jp/talents/l/gilzaren-iii,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:シェリン・バーガンディ,シェリン・バーガンディ,Shellin Burgundy,shellin-burgundy,active_official,https://www.nijisanji.jp/talents/l/shellin-burgundy,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:シスター・クレア,シスター・クレア,Sister Claire,sister-claire,active_official,https://www.nijisanji.jp/talents/l/sister-claire,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ジョー・力一,ジョー・力一,Joe Rikiichi,joe-rikiichi,active_official,https://www.nijisanji.jp/talents/l/joe-rikiichi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:セフィナ,セフィナ,Seffyna,seffyna,active_official,https://www.nijisanji.jp/talents/l/seffyna,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:セラフ・ダズルガーデン,セラフ・ダズルガーデン,Seraph Dazzlegarden,seraph-dazzlegarden,active_official,https://www.nijisanji.jp/talents/l/seraph-dazzlegarden,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ソ ナギ,ソ ナギ,So Nagi,so-nagi,active_official,https://www.nijisanji.jp/talents/l/so-nagi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ソフィア・ヴァレンタイン,ソフィア・ヴァレンタイン,Sophia Valentine,sophia-valentine,active_official,https://www.nijisanji.jp/talents/l/sophia-valentine,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:デレム カド,デレム カド,Derem Kado,derem-kado,active_official,https://www.nijisanji.jp/talents/l/derem-kado,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ドーラ,ドーラ,Dola,dola,active_official,https://www.nijisanji.jp/talents/l/dola,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ナ セラ,ナ セラ,Na Sera,na-sera,active_official,https://www.nijisanji.jp/talents/l/na-sera,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ナギサ アルシニア,ナギサ アルシニア,Nagisa Arcinia,nagisa-arcinia,active_official,https://www.nijisanji.jp/talents/l/nagisa-arcinia,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ニュイ・ソシエール,ニュイ・ソシエール,Nui Sociere,nui-sociere,active_official,https://www.nijisanji.jp/talents/l/nui-sociere,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ハ ユン,ハ ユン,Ha Yun,ha-yun,active_official,https://www.nijisanji.jp/talents/l/ha-yun,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ハナ マキア,ハナ マキア,Hana Macchia,hana-macchia,active_official,https://www.nijisanji.jp/talents/l/hana-macchia,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:フミ,フミ,Fumi,fumi,active_official,https://www.nijisanji.jp/talents/l/fumi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:フレン・E・ルスタリオ,フレン・E・ルスタリオ,Furen E Lustario,furen-e-lustario,active_official,https://www.nijisanji.jp/talents/l/furen-e-lustario,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ベルモンド・バンデラス,ベルモンド・バンデラス,Belmond Banderas,belmond-banderas,active_official,https://www.nijisanji.jp/talents/l/belmond-banderas,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ミラン・ケストレル,ミラン・ケストレル,Milan Kestrel,milan-kestrel,active_official,https://www.nijisanji.jp/talents/l/milan-kestrel,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ミン スゥーハ,ミン スゥーハ,Min Suha,min-suha,active_official,https://www.nijisanji.jp/talents/l/min-suha,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:モイラ,モイラ,Moira,moira,active_official,https://www.nijisanji.jp/talents/l/moira,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ヤン ナリ,ヤン ナリ,Yang Nari,yang-nari,active_official,https://www.nijisanji.jp/talents/l/yang-nari,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ライ ガリレイ,ライ ガリレイ,Rai Galilei,rai-galilei,active_official,https://www.nijisanji.jp/talents/l/rai-galilei,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ライラ アルストロエメリア,ライラ アルストロエメリア,Layla Alstroemeria,layla-alstroemeria,active_official,https://www.nijisanji.jp/talents/l/layla-alstroemeria,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ラトナ・プティ,ラトナ・プティ,Ratna Petit,ratna-petit,active_official,https://www.nijisanji.jp/talents/l/ratna-petit,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:リゼ・ヘルエスタ,リゼ・ヘルエスタ,Lize Helesta,lize-helesta,active_official,https://www.nijisanji.jp/talents/l/lize-helesta,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:リュ ハリ,リュ ハリ,Ryu Hari,ryu-hari,active_official,https://www.nijisanji.jp/talents/l/ryu-hari,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ルイス・キャミー,ルイス・キャミー,Luis Cammy,luis-cammy,active_official,https://www.nijisanji.jp/talents/l/luis-cammy,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ルンルン,ルンルン,Lunlun,lunlun,active_official,https://www.nijisanji.jp/talents/l/lunlun,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:レイン・パターソン,レイン・パターソン,Lain Paterson,lain-paterson,active_official,https://www.nijisanji.jp/talents/l/lain-paterson,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:レオス・ヴィンセント,レオス・ヴィンセント,Leos Vincent,leos-vincent,active_official,https://www.nijisanji.jp/talents/l/leos-vincent,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:レヨン,レヨン,Rayon,rayon,active_official,https://www.nijisanji.jp/talents/l/rayon,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:レヴィ・エリファ,レヴィ・エリファ,Levi Elipha,levi-elipha,active_official,https://www.nijisanji.jp/talents/l/levi-elipha,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:ローレン・イロアス,ローレン・イロアス,Lauren Iroas,lauren-iroas,active_official,https://www.nijisanji.jp/talents/l/lauren-iroas,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:一橋綾人,一橋綾人,Hitotsubashi Ayato,ayato-hitotsubashi,active_official,https://www.nijisanji.jp/talents/l/ayato-hitotsubashi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:七瀬すず菜,七瀬すず菜,Nanase Suzuna,suzuna-nanase,active_official,https://www.nijisanji.jp/talents/l/suzuna-nanase,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:三枝明那,三枝明那,Saegusa Akina,akina-saegusa,active_official,https://www.nijisanji.jp/talents/l/akina-saegusa,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:不破湊,不破湊,Fuwa Minato,minato-fuwa,active_official,https://www.nijisanji.jp/talents/l/minato-fuwa,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:九里詠太,九里詠太,Kuri Eita,eita-kuri,active_official,https://www.nijisanji.jp/talents/l/eita-kuri,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:五十嵐梨花,五十嵐梨花,Igarashi Rika,rika-igarashi,active_official,https://www.nijisanji.jp/talents/l/rika-igarashi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:五木左京,五木左京,Itsuki Sakyo,sakyo-itsuki,active_official,https://www.nijisanji.jp/talents/l/sakyo-itsuki,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:伊波ライ,伊波ライ,Inami Rai,rai-inami,active_official,https://www.nijisanji.jp/talents/l/rai-inami,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:伏見ガク,伏見ガク,Fushimi Gaku,gaku-fushimi,active_official,https://www.nijisanji.jp/talents/l/gaku-fushimi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:佐伯イッテツ,佐伯イッテツ,Saiki Ittetsu,ittetsu-saiki,active_official,https://www.nijisanji.jp/talents/l/ittetsu-saiki,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:倉持めると,倉持めると,Kuramochi Meruto,meruto-kuramochi,active_official,https://www.nijisanji.jp/talents/l/meruto-kuramochi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:健屋花那,健屋花那,Sukoya Kana,kana-sukoya,active_official,https://www.nijisanji.jp/talents/l/kana-sukoya,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:先斗寧,先斗寧,Ponto Nei,nei-ponto,active_official,https://www.nijisanji.jp/talents/l/nei-ponto,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:剣持刀也,剣持刀也,Kenmochi Toya,toya-kenmochi,active_official,https://www.nijisanji.jp/talents/l/toya-kenmochi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:加賀美ハヤト,加賀美ハヤト,Kagami Hayato,hayato-kagami,active_official,https://www.nijisanji.jp/talents/l/hayato-kagami,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:北小路ヒスイ,北小路ヒスイ,Kitakoji Hisui,hisui-kitakoji,active_official,https://www.nijisanji.jp/talents/l/hisui-kitakoji,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:北見遊征,北見遊征,Kitami Yusei,yusei-kitami,active_official,https://www.nijisanji.jp/talents/l/yusei-kitami,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:十河ののは,十河ののは,Togawa Nonoha,nonoha-togawa,active_official,https://www.nijisanji.jp/talents/l/nonoha-togawa,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:千凛あゆむ,千凛あゆむ,Senri Ayumu,ayumu-senri,active_official,https://www.nijisanji.jp/talents/l/ayumu-senri,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:卯月コウ,卯月コウ,Uzuki Kou,kou-uzuki,active_official,https://www.nijisanji.jp/talents/l/kou-uzuki,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:叢雲カゲツ,叢雲カゲツ,Murakumo Kagetsu,kagetsu-murakumo,active_official,https://www.nijisanji.jp/talents/l/kagetsu-murakumo,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:叶,叶,Kanae,kanae,active_official,https://www.nijisanji.jp/talents/l/kanae,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:司賀りこ,司賀りこ,Shiga Riko,riko-shiga,active_official,https://www.nijisanji.jp/talents/l/riko-shiga,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:周央サンゴ,周央サンゴ,Suo Sango,sango-suo,active_official,https://www.nijisanji.jp/talents/l/sango-suo,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:四季凪アキラ,四季凪アキラ,Shikinagi Akira,akira-shikinagi,active_official,https://www.nijisanji.jp/talents/l/akira-shikinagi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:城瀬いすみ,城瀬いすみ,Shirose Isumi,isumi-shirose,active_official,https://www.nijisanji.jp/talents/l/isumi-shirose,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:塚原大地,塚原大地,Tsukahara Daichi,daichi-tsukahara,active_official,https://www.nijisanji.jp/talents/l/daichi-tsukahara,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:壱百満天原サロメ,壱百満天原サロメ,Hyakumantenbara Salome,salome-hyakumantenbara,active_official,https://www.nijisanji.jp/talents/l/salome-hyakumantenbara,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:夕陽リリ,夕陽リリ,Yuhi Riri,riri-yuhi,active_official,https://www.nijisanji.jp/talents/l/riri-yuhi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:夜牛詩乃,夜牛詩乃,Yagyu Shino,shino-yagyu,active_official,https://www.nijisanji.jp/talents/l/shino-yagyu,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:夜見れな,夜見れな,Yorumi Rena,rena-yorumi,active_official,https://www.nijisanji.jp/talents/l/rena-yorumi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:夢月ロア,夢月ロア,Yuzuki Roa,roa-yuzuki,active_official,https://www.nijisanji.jp/talents/l/roa-yuzuki,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:夢追翔,夢追翔,Yumeoi Kakeru,kakeru-yumeoi,active_official,https://www.nijisanji.jp/talents/l/kakeru-yumeoi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:天ヶ瀬むゆ,天ヶ瀬むゆ,Amagase Muyu,muyu-amagase,active_official,https://www.nijisanji.jp/talents/l/muyu-amagase,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:天宮こころ,天宮こころ,Amamiya Kokoro,kokoro-amamiya,active_official,https://www.nijisanji.jp/talents/l/kokoro-amamiya,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:宇佐美リト,宇佐美リト,Usami Rito,rito-usami,active_official,https://www.nijisanji.jp/talents/l/rito-usami,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:宇志海いちご,宇志海いちご,Ushimi Ichigo,ichigo-ushimi,active_official,https://www.nijisanji.jp/talents/l/ichigo-ushimi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:家長むぎ,家長むぎ,Ienaga Mugi,mugi-ienaga,active_official,https://www.nijisanji.jp/talents/l/mugi-ienaga,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:小々波いるか,小々波いるか,Kokonami Iruka,iruka-kokonami,active_official,https://www.nijisanji.jp/talents/l/iruka-kokonami,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:小柳ロウ,小柳ロウ,Koyanagi Rou,rou-koyanagi,active_official,https://www.nijisanji.jp/talents/l/rou-koyanagi,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:小清水透,小清水透,Koshimizu Toru,toru-koshimizu,active_official,https://www.nijisanji.jp/talents/l/toru-koshimizu,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:山神カルタ,山神カルタ,Yamagami Karuta,karuta-yamagami,active_official,https://www.nijisanji.jp/talents/l/karuta-yamagami,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:弦月藤士郎,弦月藤士郎,Genzuki Tojiro,tojiro-genzuki,active_official,https://www.nijisanji.jp/talents/l/tojiro-genzuki,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:御子神琴音,御子神琴音,Mikogami Kotone,kotone-mikogami,active_official,https://www.nijisanji.jp/talents/l/kotone-mikogami,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:愛園愛美,愛園愛美,Aizono Manami,manami-aizono,active_official,https://www.nijisanji.jp/talents/l/manami-aizono,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:戌亥とこ,戌亥とこ,Inui Toko,toko-inui,active_official,https://www.nijisanji.jp/talents/l/toko-inui,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:文野環,文野環,Fumino Tamaki,tamaki-fumino,active_official,https://www.nijisanji.jp/talents/l/tamaki-fumino,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:早乙女ベリー,早乙女ベリー,Saotome Berry,berry-saotome,active_official,https://www.nijisanji.jp/talents/l/berry-saotome,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:早瀬走,早瀬走,Hayase Sou,sou-hayase,active_official,https://www.nijisanji.jp/talents/l/sou-hayase,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:明楽レイ,明楽レイ,Akira Ray,akira-ray,active_official,https://www.nijisanji.jp/talents/l/akira-ray,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:星導ショウ,星導ショウ,Hoshirube Sho,sho-hoshirube,active_official,https://www.nijisanji.jp/talents/l/sho-hoshirube,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:星川サラ,星川サラ,Hoshikawa Sara,sara-hoshikawa,active_official,https://www.nijisanji.jp/talents/l/sara-hoshikawa,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:春崎エアル,春崎エアル,Harusaki Air,air-harusaki,active_official,https://www.nijisanji.jp/talents/l/air-harusaki,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:月ノ美兎,月ノ美兎,Tsukino Mito,mito-tsukino,active_official,https://www.nijisanji.jp/talents/l/mito-tsukino,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:本間ひまわり,本間ひまわり,Honma Himawari,himawari-honma,active_official,https://www.nijisanji.jp/talents/l/himawari-honma,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:来栖夏芽,来栖夏芽,Kurusu Natsume,natsume-kurusu,active_official,https://www.nijisanji.jp/talents/l/natsume-kurusu,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:東堂コハク,東堂コハク,Todo Kohaku,kohaku-todo,active_official,https://www.nijisanji.jp/talents/l/kohaku-todo,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:栞葉るり,栞葉るり,Shioriha Ruri,ruri-shioriha,active_official,https://www.nijisanji.jp/talents/l/ruri-shioriha,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:桜凛月,桜凛月,Sakura Ritsuki,ritsuki-sakura,active_official,https://www.nijisanji.jp/talents/l/ritsuki-sakura,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:梢桃音,梢桃音,Kozue Mone,mone-kozue,active_official,https://www.nijisanji.jp/talents/l/mone-kozue,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:森中花咲,森中花咲,Morinaka Kazaki,kazaki-morinaka,active_official,https://www.nijisanji.jp/talents/l/kazaki-morinaka,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:椎名唯華,椎名唯華,Shiina Yuika,yuika-shiina,active_official,https://www.nijisanji.jp/talents/l/yuika-shiina,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
2026-05-30,nijisanji,ANYCOLOR,にじさんじ,,nijisanji:榊ネス,榊ネス,Sakaki Ness,ness-sakaki,active_official,https://www.nijisanji.jp/talents/l/ness-sakaki,https://www.nijisanji.jp/talents,,,nijisanji_official_allLivers
